"strain","hour","avg_t","sd_t","avg_w","sd_w","t_stat","df","p_raw","p_adj_strain","p_adj_overall","significant_raw","significant_adj"
"EPI300",12,1.09166666666667,0.014571661996263,0.55175,0.00781024967590666,56.5641235786386,3.06152648329683,1.004544965822e-05,0.0001506817448733,7.09090564109649e-05,TRUE,TRUE
"EPI300",13,1.14433333333333,0.0212210587231959,0.574083333333333,0.00757187779440037,43.8365731938098,2.50112978054061,0.000112553384321656,0.000844150382412417,0.000450213537286623,TRUE,TRUE
"EPI300",14,1.176,0.0219317121994614,0.600083333333333,0.00351188458428425,44.9107227196656,2.10249671484888,0.000359242985085107,0.00170671739406075,0.00100253856302821,TRUE,TRUE
"EPI300_ara",0,0.0453333333333333,0.0178978583448784,0.0284166666666667,0.00378593889720018,1.60165579786068,2.17862260501205,0.240255231218958,0.240255231218958,0.242274182741806,FALSE,FALSE
"EPI300_ara",1,0.0903333333333333,0.00251661147842359,0.07275,0.00264575131106459,8.34050732869411,3.99002493765586,0.0011417675419219,0.00131742408683296,0.00228353508384379,TRUE,TRUE
"EPI300_ara",2,0.196,0.00360555127546399,0.171083333333333,0.00251661147842357,9.81515585626427,3.57492029755578,0.00103528023172215,0.00131742408683296,0.00214195910011479,TRUE,TRUE
"EPI300_ara",3,0.341,0.00953939201416943,0.232416666666667,0.00321455025366431,18.6830438270839,2.448430255663,0.00105769204294496,0.00131742408683296,0.00215123805344737,TRUE,TRUE
"EPI300_ara",4,0.453666666666667,0.0205993527406405,0.287083333333333,0.00378593889720019,13.776054687419,2.13495991686278,0.00401443088310691,0.00430117594618597,0.0055371460456647,TRUE,TRUE
"EPI300_ara",5,0.580666666666667,0.0162583311976763,0.328083333333333,0.00472581562625261,25.8390605366875,2.33556173796614,0.000635095532542042,0.000952643298813063,0.0015877388313551,TRUE,TRUE
"EPI300_ara",6,0.657666666666667,0.00950438495292218,0.364416666666667,0.00321455025366432,50.6239238296211,2.45165452541598,9.17279421821142e-05,0.00019655987610453,0.000407679743031619,TRUE,TRUE
"EPI300_ara",7,0.733,0.00346410161513776,0.39175,0.00458257569495584,102.890746337162,3.72307692307692,1.43860490836402e-07,1.07895368127301e-06,8.6316294501841e-06,TRUE,TRUE
"EPI300_ara",8,0.81,0.0113578166916005,0.415416666666667,0.00757187779440037,50.0672903640763,3.48453608247424,4.18453012578903e-06,1.04613253144726e-05,3.86264319303603e-05,TRUE,TRUE
"EPI300_ara",9,0.864666666666667,0.00873689494805411,0.43675,0.00529150262212915,72.5618401569645,3.29324167605088,2.16185300522291e-06,6.48555901566872e-06,2.59422360626749e-05,TRUE,TRUE
"EPI300_ara",10,0.924666666666667,0.00152752523165195,0.456083333333333,0.00251661147842359,275.690256970502,3.29756097560976,2.61396977826677e-08,3.92095466740016e-07,3.13676373392013e-06,TRUE,TRUE
"EPI300_ara",11,0.970333333333333,0.00808290376865477,0.473416666666667,0.00550757054728611,87.9961901792498,3.52780692549843,5.05309231131173e-07,2.52654615565587e-06,1.21274215471482e-05,TRUE,TRUE
"EPI300_ara",12,1.00466666666667,0.0141891977691952,0.49075,0.00264575131106459,61.6699999999999,2.13890493542903,0.000162832096039542,0.00027138682673257,0.000574701515433679,TRUE,TRUE
"EPI300_ara",13,1.039,0.00529150262212919,0.510083333333333,0.00230940107675851,158.675,2.73522975929978,1.6719322455013e-06,6.26974592062989e-06,2.22924299400174e-05,TRUE,TRUE
"EPI300_ara",14,1.06566666666667,0.0170977581376429,0.52675,0.00529150262212919,52.1532258064517,2.37964145145809,0.00010723111811556,0.000201058346466676,0.000443714971512663,TRUE,TRUE
"EPI300_pCC1",0,0.058,0.016,0.0230833333333333,0.00251661147842358,3.73393424287498,2.09889780323119,0.0601487152646017,0.0601487152646017,0.0633144371206334,FALSE,FALSE
"EPI300_pCC1",1,0.129333333333333,0.0254820198048218,0.06375,0.0121655250605964,4.02285290891375,2.8666800272556,0.030031588870124,0.0321767023608471,0.0324665825622962,TRUE,TRUE
"EPI300_pCC1",2,0.228,0.0285832118559129,0.15075,0.0121655250605964,4.30720417115566,2.701579505449,0.0284041645298405,0.0321767023608471,0.0312706398493657,TRUE,TRUE
"EPI300_pCC1",3,0.357333333333333,0.0291433239925259,0.21075,0.00953939201416945,8.27950370935152,2.42370744010088,0.00781232632521583,0.0117184894878237,0.00997318254282871,TRUE,TRUE
"EPI300_pCC1",4,0.488666666666667,0.0428991064398005,0.281416666666667,0.00850490054811539,8.20796549351286,2.15697539318139,0.0115615632567969,0.0144519540709961,0.0140140160688447,TRUE,TRUE
"EPI300_pCC1",5,0.591666666666667,0.0421584313433663,0.32575,0.00916515138991169,10.6756446167679,2.18862593199458,0.00628463575757472,0.0112490540978315,0.00828743176823041,TRUE,TRUE
"EPI300_pCC1",6,0.675,0.0512640224719052,0.363416666666667,0.0030550504633039,10.5087808299705,2.01420580762904,0.00871943290885297,0.0118901357847995,0.0110140205164459,TRUE,TRUE
"EPI300_pCC1",7,0.784333333333333,0.0590959671494877,0.405416666666667,0.0100166528008778,10.9495399694586,2.11482361842496,0.00674943245869893,0.0112490540978315,0.00880360755482469,TRUE,TRUE
"EPI300_pCC1",8,0.849666666666667,0.0442417600614321,0.441416666666667,0.00901849950564577,15.6607915771236,2.16592603572909,0.00287035695842682,0.00934235214200221,0.00436003588621796,TRUE,TRUE
"EPI300_pCC1",9,0.924,0.0548361194834208,0.46175,0.00529150262212919,14.5330979122094,2.03724319579937,0.00435976433293436,0.00934235214200221,0.00594513318127413,TRUE,TRUE
"EPI300_pCC1",10,0.971,0.0546717477313465,0.483083333333333,0.00493288286231625,15.3951063312052,2.03256168717623,0.00391787208139947,0.00934235214200221,0.00546958971213243,TRUE,TRUE
"EPI300_pCC1",11,1.01633333333333,0.047289886163252,0.501083333333333,0.00378593889720019,18.8114831703123,2.02563615064517,0.00265409210457449,0.00934235214200221,0.0041362474357005,TRUE,TRUE
"EPI300_pCC1",12,1.056,0.0605557594288108,0.518083333333333,0.00585946527708232,15.3142780756164,2.03744785806073,0.00391987262702824,0.00934235214200221,0.00546958971213243,TRUE,TRUE
"EPI300_pCC1",13,1.09833333333333,0.0567567910767807,0.538083333333333,0.00251661147842359,17.080404598957,2.00786420801236,0.00335198566030735,0.00934235214200221,0.00478855094329622,TRUE,TRUE
"EPI300_pCC1",14,1.12433333333333,0.0520512567891817,0.555083333333333,0.0045092497528229,18.8716058977138,2.03001799431057,0.00261085070780598,0.00934235214200221,0.00412239585443049,TRUE,TRUE
"EPI300_pCC1_ATF1",0,0.0403333333333333,0.00901849950564579,0.0244166666666667,0.00404145188432738,2.78958478567161,2.77213943200349,0.0748909951256192,0.0748909951256192,0.0768112770519171,FALSE,FALSE
"EPI300_pCC1_ATF1",1,0.105,0.0235159520326097,0.0550833333333333,0.00288675134594813,3.64918421397899,2.06026359054759,0.0646087550154081,0.0692236660879372,0.0674178313204258,FALSE,FALSE
"EPI300_pCC1_ATF1",2,0.19,0.017,0.134083333333333,0.00378593889720019,5.56085835140544,2.19789844705907,0.0248903074769962,0.0287195855503802,0.0279143635256032,TRUE,TRUE
"EPI300_pCC1_ATF1",3,0.321,0.0291032644217105,0.194416666666667,0.0066583281184794,7.34373642362564,2.20879436918187,0.0136414134146894,0.0170517667683617,0.0162330287982104,TRUE,TRUE
"EPI300_pCC1_ATF1",4,0.428,0.022113344387496,0.254416666666667,0.00757187779440036,12.8629269084302,2.46262478382416,0.0025533220321842,0.00348180277116028,0.00408531525149472,TRUE,TRUE
"EPI300_pCC1_ATF1",5,0.561,0.016093476939431,0.303083333333333,0.00750555349946514,25.1567824339937,2.83071375476443,0.000204601214615046,0.000383627277403212,0.000682004048716821,TRUE,TRUE
"EPI300_pCC1_ATF1",6,0.651666666666667,0.0232450711621482,0.339416666666667,0.0100166528008778,21.3671702347257,2.71799493937626,0.000415716569164131,0.000692860948606884,0.00113377246135672,TRUE,TRUE
"EPI300_pCC1_ATF1",7,0.740333333333333,0.0274651294068194,0.366083333333333,0.00808290376865477,22.6414272145443,2.34386331458829,0.000846997027989848,0.00127049554198477,0.00184799351561421,TRUE,TRUE
"EPI300_pCC1_ATF1",8,0.822,0.00953939201416946,0.39175,0.00964365076099296,54.9379683538427,3.99952746603662,6.58115730110339e-07,3.75422907684005e-06,1.28716425491659e-05,TRUE,TRUE
"EPI300_pCC1_ATF1",9,0.896666666666667,0.0170098010962308,0.411416666666667,0.0145716619962629,37.5248140493089,3.90793422665596,3.80912084139678e-06,1.14273625241903e-05,3.80912084139678e-05,TRUE,TRUE
"EPI300_pCC1_ATF1",10,0.947,0.0141774468787578,0.432416666666667,0.00832666399786451,54.2083943260921,3.23305306569863,6.77464496253913e-06,1.69366124063478e-05,5.41971597003131e-05,TRUE,TRUE
"EPI300_pCC1_ATF1",11,0.995666666666667,0.0188767935130237,0.45375,0.010816653826392,43.1429254437511,3.18556165192952,1.61873593847789e-05,3.4687198681669e-05,0.000107915729231859,TRUE,TRUE
"EPI300_pCC1_ATF1",12,1.037,0.0121655250605964,0.473416666666667,0.0141539158303748,52.3023558116169,3.91170565447033,1.03158812994687e-06,3.86845548730076e-06,1.5473821949203e-05,TRUE,TRUE
"EPI300_pCC1_ATF1",13,1.08233333333333,0.00737111479583198,0.492416666666667,0.010785793124909,78.2126391253058,3.53365235559749,7.50845815368011e-07,3.75422907684005e-06,1.28716425491659e-05,TRUE,TRUE
"EPI300_pCC1_ATF1",14,1.117,0.00871779788708136,0.514416666666667,0.010785793124909,75.2576172034457,3.83150444514774,3.23095775209749e-07,3.75422907684005e-06,1.04588870640702e-05,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",0,0.0516666666666667,0.00923760430703401,0.02375,0.00264575131106459,5.03204980805617,2.32593176409961,0.0271065222395712,0.0271065222395712,0.030118358043968,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",1,0.135333333333333,0.0030550504633039,0.0544166666666667,0.00152752523165195,41.0322390670694,2.94117647058824,3.75859908577057e-05,0.000563789862865585,0.000214777090615461,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",2,0.223666666666667,0.0191398362932741,0.13075,0.001,8.39699856173234,2.01091893592535,0.0136627992384938,0.0146387134698148,0.0162330287982104,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",3,0.333666666666667,0.0202566861389847,0.183416666666667,0.00251661147842359,12.7491352647935,2.06172371978503,0.00542410354328833,0.00678012942911041,0.00723213805771777,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",4,0.454,0.0433128156554154,0.234083333333333,0.00611010092660778,8.70810090326608,2.07957047776926,0.0114590327589431,0.0132219608757036,0.0140140160688447,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",5,0.563666666666667,0.0254230866208911,0.277083333333333,0.00680685928555405,18.8603354521765,2.28527970845521,0.00147554371413766,0.00411820436554764,0.00268280675297756,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",6,0.66,0.0499599839871872,0.305083333333333,0.0113724814061546,11.9976115073654,2.20670995701796,0.00472861655350704,0.00644811348205506,0.00637566276877354,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",7,0.711333333333333,0.0395516539898565,0.330083333333333,0.00873689494805411,16.3027287391946,2.1947206759709,0.00247892513746289,0.00413154189577149,0.00401987860129118,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",8,0.783333333333333,0.0433166634603051,0.348416666666667,0.0116761865920913,16.791161980415,2.28911143536533,0.00190623701002416,0.00411820436554764,0.00336394766474851,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",9,0.856333333333333,0.0387857362097631,0.37175,0.00999999999999998,20.9547168538518,2.26472871197378,0.00121765949313339,0.00411820436554764,0.00235676030929043,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",10,0.918333333333333,0.0521568148311736,0.38675,0.0124899959967968,17.1677103092614,2.22863178603655,0.00206011822318174,0.00411820436554764,0.00353163123974012,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",11,0.977666666666667,0.0553383531859535,0.406083333333333,0.0117189305541646,17.5020054883484,2.17902386609889,0.00219637566162541,0.00411820436554764,0.00371218421683167,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",12,1.01,0.0500899191454728,0.42375,0.0168226038412607,19.2170082287812,2.44550780606635,0.000993844167523754,0.00411820436554764,0.00209230351057632,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",13,1.04,0.0675055553269507,0.43575,0.0124899959967968,15.2450399421896,2.13677190901555,0.0032269638700104,0.0048404458050156,0.00467944675581994,TRUE,TRUE
"EPI300_pCC1_ATF1_ara",14,1.08133333333333,0.0701593424522589,0.477416666666667,0.0484389650316079,12.2690310657262,3.55366705228741,0.000490727724313976,0.00368045793235482,0.00125292184931228,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",0,0.0526666666666667,0.00850490054811538,0.0240833333333333,0.00208166599946613,5.65418755936887,2.23877438740531,0.0230140374695003,0.0265546586186542,0.0263017571080004,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",1,0.111333333333333,0.0151767365837763,0.05975,0.00264575131106459,5.79950144360548,2.12145078067132,0.0248077955272109,0.0265797809220117,0.0279143635256032,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",2,0.229333333333333,0.0483356321292412,0.136083333333333,0.00152752523165195,3.33983725637759,2.00399485976201,0.078936681209508,0.078936681209508,0.0802745910605167,FALSE,FALSE
"EPI300_pCC1_ATF1_ara_iAAl",3,0.337333333333333,0.0340783411176855,0.18675,0.002,7.64033584578482,2.01377710406643,0.0163824842332521,0.0204781052915652,0.0190863893979636,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",4,0.431666666666667,0.041198705481281,0.23675,0.00173205080756888,8.18733515078025,2.00706989150375,0.0144413522402951,0.0196927530549479,0.0169898261650531,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",5,0.531666666666667,0.0267644042215278,0.28075,0.00458257569495584,16.0050930312359,2.11716315064137,0.00303188407368822,0.00478656418891865,0.00454782611053234,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",6,0.608333333333333,0.0335608899365517,0.311416666666667,0.00665832811847937,15.0306782191553,2.15719948615387,0.00319104279261243,0.00478656418891865,0.00467944675581994,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",7,0.664666666666667,0.0205507501890645,0.335416666666667,0.00929157324317758,25.2853966953643,2.78488133606798,0.000224776872465432,0.00048166472671164,0.000709821702522417,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",8,0.735666666666667,0.0258907963055085,0.356416666666667,0.00709459888459759,24.4691565420202,2.29866419862491,0.000789304996045139,0.00147994686758464,0.00178710565142296,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",9,0.794,0.00700000000000001,0.37675,0.00799999999999998,67.98572777735,3.93073726335232,3.4862956880234e-07,5.2294435320351e-06,1.04588870640702e-05,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",10,0.862666666666667,0.0146401275039985,0.391416666666667,0.00585946527708232,51.7610650835074,2.62471643029963,5.04291955121497e-05,0.000189109483170561,0.00027506833915718,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",11,0.905333333333333,0.0145716619962629,0.40975,0.0104403065089106,47.8849932150717,3.62512044127342,3.26992126238734e-06,2.4524409467905e-05,3.56718683169528e-05,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",12,0.930666666666667,0.0162583311976762,0.426416666666667,0.00838649708360609,47.7419666643102,2.99394389414438,2.05999143204907e-05,0.000102999571602454,0.000130104722024152,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",13,0.971666666666667,0.0180092568789868,0.44275,0.005,49.0148711903371,2.30650367405398,0.000156349606517498,0.000469048819552493,0.000568544023699992,TRUE,TRUE
"EPI300_pCC1_ATF1_ara_iAAl",14,1.00266666666667,0.0153079500042734,0.462416666666667,0.00208166599946613,60.5702713288851,2.07394341981237,0.000211282693564228,0.00048166472671164,0.000685241168316416,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",0,0.0383333333333333,0.00450924975282289,0.02575,0.003,4.02416352121215,3.48044943820225,0.0207722704615354,0.0207722704615354,0.0239680043786947,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",1,0.0966666666666667,0.00378593889720019,0.0584166666666667,0.00416333199893227,11.7731015901771,3.96441906435317,0.000313164902188081,0.000587184191602651,0.000894756863394516,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",2,0.199,0.00458257569495583,0.134083333333333,0.00404145188432738,18.4021452796368,3.93846153846154,5.74724582673795e-05,0.000372188888268901,0.000287362291336897,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",3,0.323666666666667,0.015373136743467,0.196083333333333,0.00750555349946513,12.9171868389148,2.90219523305763,0.00117979201089887,0.00160880728758937,0.00232090231652238,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",4,0.427333333333333,0.0195021366350801,0.263416666666667,0.00611010092660779,13.8921298205034,2.38889095992544,0.00242872825308393,0.00260220884258992,0.00399243000506947,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",5,0.549333333333333,0.0219393102292058,0.315083333333333,0.00472581562625258,18.0787592788208,2.18519686546629,0.00201981009465663,0.00233055010921919,0.00351271320809848,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",6,0.618666666666667,0.0213853532431273,0.348416666666667,0.00503322295684717,21.3060369771403,2.22089653419202,0.00129929495110622,0.00162411868888278,0.00247484752591662,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",7,0.692333333333333,0.0211266025033211,0.374416666666667,0.00763762615825971,24.511597321196,2.5139985500777,0.000465756209325543,0.000776260348875905,0.00121501619824055,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",8,0.755666666666667,0.0300388637157489,0.397416666666667,0.0165025250593154,18.1046237572192,3.1064542862353,0.000297588769887647,0.000587184191602651,0.000883595170508316,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",9,0.816333333333333,0.0288848287745199,0.420083333333333,0.0140118997046558,21.3781828501123,2.89188300541597,0.00028316518409247,0.000587184191602651,0.000871277489515292,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",10,0.865,0.0303479818109871,0.44075,0.0242487113059643,18.9163725407226,3.81425394791392,6.52286279631943e-05,0.000372188888268901,0.000313097414223332,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",11,0.913666666666667,0.0328075194632775,0.467416666666667,0.0257164020293146,18.5419592112256,3.78415961848948,7.44377776537801e-05,0.000372188888268901,0.000343558973786677,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",12,0.959,0.0415812457725836,0.48775,0.0240208242989286,16.9973939064115,3.2011100509576,0.000301895016590341,0.000587184191602651,0.000883595170508316,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",13,0.998333333333333,0.053153864707407,0.509083333333333,0.0268576494379782,14.2292259289012,2.95874293986713,0.000808809929623626,0.00121321489443544,0.00179735539916361,TRUE,TRUE
"EPI300_pCC1_ATF1_iAAl",14,1.03566666666667,0.0398036849215413,0.53275,0.0272213151776324,18.0640050978427,3.53503352990174,0.000130931208029994,0.000490992030112479,0.000506830482696753,TRUE,TRUE
"EPI300_pCC1_ara",0,0.0413333333333333,0.00650640709864771,0.02475,0.00346410161513776,3.89672073869009,3.04952654232425,0.0291130568201968,0.0311925608787823,0.0317596983493056,TRUE,TRUE
"EPI300_pCC1_ara",1,0.112,0.0195192212959431,0.0604166666666667,0.0055075705472861,4.40527554112031,2.31645432902573,0.0363867125314061,0.0363867125314061,0.0386407566705198,TRUE,TRUE
"EPI300_pCC1_ara",2,0.207333333333333,0.0132790561913614,0.14475,0.00346410161513776,7.89870186489163,2.27095686444687,0.0107142506549211,0.0123625969095243,0.0132547430782529,TRUE,TRUE
"EPI300_pCC1_ara",3,0.344,0.018,0.198083333333333,0.00461880215351701,13.6002307533513,2.2622375853638,0.00323661733944212,0.00404577167430265,0.00467944675581994,TRUE,TRUE
"EPI300_pCC1_ara",4,0.439333333333333,0.0235017729827631,0.248083333333333,0.00808290376865475,13.3286139392393,2.46661554238137,0.00232457181794663,0.00316987066083632,0.00387428636324439,TRUE,TRUE
"EPI300_pCC1_ara",5,0.552333333333333,0.0143643076176101,0.28975,0.00866025403784439,27.1154732434824,3.28427381243286,5.61740706252809e-05,0.000210652764844804,0.000287362291336897,TRUE,TRUE
"EPI300_pCC1_ara",6,0.651333333333333,0.0230072452356499,0.321416666666667,0.0066583281184794,23.8580571881888,2.33267898778979,0.000770096888706612,0.00115514533305992,0.00177714666624603,TRUE,TRUE
"EPI300_pCC1_ara",7,0.726666666666667,0.0155670592384475,0.35075,0.0062449979983984,38.8187558874481,2.62748931241678,0.000106394224845344,0.000319182674536031,0.000443714971512663,TRUE,TRUE
"EPI300_pCC1_ara",8,0.814333333333333,0.0310698138606161,0.390416666666667,0.0102143689640297,22.4500280391624,2.42732868304854,0.00071012955461993,0.00115514533305992,0.00167089306969395,TRUE,TRUE
"EPI300_pCC1_ara",9,0.877,0.0225388553391693,0.419416666666667,0.00929157324317758,32.5099110173778,2.66070737348498,0.000155131243821245,0.000387828109553113,0.000568544023699992,TRUE,TRUE
"EPI300_pCC1_ara",10,0.927,0.0219317121994613,0.439083333333333,0.00750555349946511,36.4572905439905,2.46212970376301,0.000199009630400029,0.000426449208000061,0.000682004048716821,TRUE,TRUE
"EPI300_pCC1_ara",11,0.991666666666667,0.0323470761172216,0.456083333333333,0.00802080627701065,27.8352939662235,2.24501196594332,0.000675058121505264,0.00115514533305992,0.00162013949161263,TRUE,TRUE
"EPI300_pCC1_ara",12,1.02233333333333,0.0223681320930769,0.472083333333333,0.0122202018532156,37.3917151310453,3.09621653784786,3.24353611505325e-05,0.000162176805752663,0.000194612166903195,TRUE,TRUE
"EPI300_pCC1_ara",13,1.064,0.0226495033058123,0.487416666666667,0.0161967074843418,35.865631669311,3.62146933120027,9.39340628217103e-06,7.04505471162827e-05,7.04505471162827e-05,TRUE,TRUE
"EPI300_pCC1_ara",14,1.08533333333333,0.018339392937972,0.500083333333333,0.0125033328890074,45.6694162081469,3.52893359029822,5.08463963827307e-06,7.04505471162827e-05,4.35826254709121e-05,TRUE,TRUE
